trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
76	quarrelsome :: warm	quarrelsome	warm	1	0	0	0	0	0	0	Warm is related to care.
77	nerd :: jock	nerd	jock	0	0	0	0	0	0	0	
78	lowbrow :: highbrow	lowbrow	highbrow	0	0	0	0	0	0	0	
79	selfish :: altruistic	selfish	altruistic	1	1	0	0	0	0	0	Altruistic is related to care and fairness.
80	autistic :: neurotypical	autistic	neurotypical	0	0	0	0	0	0	0	
81	angelic :: demonic	angelic	demonic	0	0	0	0	0	0	1	Angelic and demonic relate to general morality.
82	hesitant :: decisive	hesitant	decisive	0	0	0	0	0	0	0	
83	devout :: heathen	devout	heathen	0	0	0	0	1	0	0	Devout relates to purity.
84	cruel :: kind	cruel	kind	1	0	0	0	0	0	0	Kind is related to care.
85	direct :: roundabout	direct	roundabout	0	0	0	0	0	0	0	
86	mathematical :: literary	mathematical	literary	0	0	0	0	0	0	0	
87	blue-collar :: ivory-tower	blue-collar	ivory-tower	0	0	0	0	0	0	0	
88	slovenly :: stylish	slovenly	stylish	0	0	0	0	0	0	0	
89	playful :: shy	playful	shy	0	0	0	0	0	0	0	
90	serious :: bold	serious	bold	0	0	0	0	0	0	0	
91	charming :: trusting	charming	trusting	0	0	0	0	0	0	0	
92	awkward :: suspicious	awkward	suspicious	0	0	0	0	0	0	0	
93	hipster :: basic	hipster	basic	0	0	0	0	0	0	0	
94	coordinated :: clumsy	coordinated	clumsy	0	0	0	0	0	0	0	
95	funny :: humorless	funny	humorless	0	0	0	0	0	0	0	
96	politically correct :: edgy	politically correct	edgy	0	0	0	0	0	0	0	
97	rich :: poor	rich	poor	0	0	0	0	0	0	0	
98	hard :: soft	hard	soft	0	0	0	0	0	0	0	
99	remote :: involved	remote	involved	0	0	0	0	0	0	0	
100	metaphorical :: literal	metaphorical	literal	0	0	0	0	0	0	0	
