trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
26	wise :: foolish	wise	foolish	1	0	1	0	0	0	0	loyalty to others and groups
27	impulsive :: cautious	impulsive	cautious	0	0	0	0	0	1	0	impulsivity and freedom
28	loyal :: traitorous	loyal	traitorous	0	0	1	0	0	0	0	loyalty to others and groups
29	creative :: conventional	creative	conventional	0	0	0	0	0	0	0	creativity and convention
30	curious :: apathetic	curious	apathetic	0	0	0	0	0	0	0	curiousness and apathy
31	rude :: respectful	rude	respectful	0	0	0	1	0	0	0	respect for others and self
32	diligent :: lazy	diligent	lazy	0	0	0	0	0	0	0	diligence and laziness
33	lustful :: chaste	lustful	chaste	0	0	0	0	1	0	0	lust and chastity
34	chatty :: reserved	chatty	reserved	0	0	0	0	0	0	0	talkativeness and reserve
35	emotional :: logical	emotional	logical	0	0	0	0	0	0	0	emotionalism and logic
36	moody :: stable	moody	stable	0	0	0	0	0	0	0	moodiness and stability
37	dunce :: genius	dunce	genius	0	0	0	0	0	0	0	intelligence and ignorance
38	arrogant :: humble	arrogant	humble	0	0	0	0	0	0	0	arrogance and humility
39	heroic :: villainous	heroic	villainous	0	0	0	0	0	0	0	heroism and villainy
40	attractive :: repulsive	attractive	repulsive	0	0	0	0	0	0	0	attractiveness and repulsiveness
41	rational :: whimsical	rational	whimsical	0	0	0	0	0	0	0	rationality and whimsy
42	mischievous :: well behaved	mischievous	well behaved	0	0	0	0	0	0	0	mischievousness and good behavior
43	aloof :: obsessed	aloof	obsessed	0	0	0	0	0	0	0	aloofness and obsession
44	indulgent :: sober	indulgent	sober	0	0	0	0	1	0	0	indulgence and sobriety
45	kinky :: vanilla	kinky	vanilla	0	0	0	0	1	0	0	kinkiness and vanilla
46	straightforward :: cryptic	straightforward	cryptic	0	0	0	0	0	0	0	straightforwardness and crypticness
47	spontaneous :: deliberate	spontaneous	deliberate	0	0	0	0	0	1	0	spontaneity and deliberation
48	libertarian :: socialist	libertarian	socialist	0	0	0	0	0	1	0	libertarianism and socialism
49	scheduled :: spontaneous	scheduled	spontaneous	0	0	0	0	0	1	0	scheduling and spontaneity
50	works hard :: plays hard	works hard	plays hard	0	0	0	0	0	0	0	work ethic and playfulness
