trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
351	radical :: centrist	radical	centrist	0	0	0	1	0	1	0	radical matches defiance/authority and liberty
352	monotone :: expressive	monotone	expressive	0	0	0	0	0	0	0	
353	love-focused :: money-focused	love-focused	money-focused	1	0	0	0	0	0	0	love-focused matches care
354	transparent :: machiavellian	transparent	machiavellian	0	1	0	0	0	0	1	machiavellian matches fairness vice and general
355	timid :: cocky	timid	cocky	0	0	0	0	0	0	0	
356	concise :: long-winded	concise	long-winded	0	0	0	0	0	0	0	
357	picky :: always down	picky	always down	0	0	0	0	0	0	0	
358	proactive :: reactive	proactive	reactive	0	0	0	0	0	0	0	
359	prudish :: flirtatious	prudish	flirtatious	0	0	0	0	1	0	0	prudish matches purity
360	innocent :: jaded	innocent	jaded	0	0	0	0	1	0	0	innocent matches purity
361	touchy-feely :: distant	touchy-feely	distant	1	0	0	0	0	0	0	touchy-feely matches care
362	muddy :: washed	muddy	washed	0	0	0	0	1	0	0	muddy/washed matches purity
363	quirky :: predictable	quirky	predictable	0	0	0	0	0	0	0	
364	never cries :: often crying	never cries	often crying	0	0	0	0	0	0	0	
365	main character :: side character	main character	side character	0	0	0	0	0	0	0	
366	original :: cliché	original	cliché	0	0	0	0	0	0	0	
367	hugs :: handshakes	hugs	handshakes	1	0	0	0	0	0	0	hugs matches care
368	homebody :: world traveler	homebody	world traveler	0	0	1	0	0	0	0	homebody matches loyalty/ingroup
369	naughty :: nice	naughty	nice	0	0	0	0	0	0	1	naughty/nice matches general
370	junkie :: straight edge	junkie	straight edge	0	0	0	0	1	0	0	junkie/straight edge matches purity
371	small-vocabulary :: big-vocabulary	small-vocabulary	big-vocabulary	0	0	0	0	0	0	0	
372	dystopian :: utopian	dystopian	utopian	0	0	0	0	0	0	0	
373	parental :: childlike	parental	childlike	1	0	0	1	0	0	0	parental matches care and authority
374	writer :: reader	writer	reader	0	0	0	0	0	0	0	
375	creator :: consumer	creator	consumer	0	0	0	0	0	0	0	
