trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
126	depressed :: bright	depressed	bright	0	0	0	0	0	0	0	
127	self-conscious :: self-assured	self-conscious	self-assured	0	0	0	0	0	0	0	
128	vulnerable :: armoured	vulnerable	armoured	1	0	0	0	0	0	0	Vulnerable pole evokes care/harm context
129	warm :: cold	warm	cold	1	0	0	0	0	0	0	Warm pole aligns with kindness/nurturance
130	assertive :: passive	assertive	passive	0	0	0	1	0	0	0	Relates to leadership vs followership
131	active :: slothful	active	slothful	0	0	0	0	1	0	0	Sloth vs self-discipline/self-improvement (purity virtues)
132	imaginative :: practical	imaginative	practical	0	0	0	0	0	0	0	
133	adventurous :: stick-in-the-mud	adventurous	stick-in-the-mud	0	0	0	0	0	0	0	
134	obedient :: rebellious	obedient	rebellious	0	0	0	1	0	1	0	Obedient aligns with authority; rebellious with anti-authority/liberty
135	competent :: incompetent	competent	incompetent	0	0	0	0	0	0	0	
136	unambitious :: driven	unambitious	driven	0	0	0	0	1	0	0	Driven/self-improvement (purity virtue)
137	simple :: complicated	simple	complicated	0	0	0	0	0	0	0	
138	proletariat :: bourgeoisie	proletariat	bourgeoisie	0	0	0	1	0	0	0	Relates to class/hierarchy (authority foundation)
139	alpha :: beta	alpha	beta	0	0	0	1	0	0	0	Status/rank in hierarchy
140	right-brained :: left-brained	right-brained	left-brained	0	0	0	0	0	0	0	
141	thick-skinned :: sensitive	thick-skinned	sensitive	0	0	0	0	0	0	0	
142	charismatic :: uninspiring	charismatic	uninspiring	0	0	0	1	0	0	0	Charisma as leadership trait (authority)
143	feisty :: gracious	feisty	gracious	0	0	0	0	0	0	1	Gracious as broad virtue
144	eloquent :: unpolished	eloquent	unpolished	0	0	0	0	0	0	0	
145	high IQ :: low IQ	high IQ	low IQ	0	0	0	0	0	0	0	
146	insider :: outsider	insider	outsider	0	0	1	0	0	0	0	Insider = in-group
147	morning lark :: night owl	morning lark	night owl	0	0	0	0	0	0	0	
148	thin :: thick	thin	thick	0	0	0	0	0	0	0	
149	sheeple :: conspiracist	sheeple	conspiracist	0	0	0	1	0	1	0	Sheeple = deference to authority; conspiracist = anti-authority/liberty
150	neat :: messy	neat	messy	0	0	0	0	1	0	0	Cleanliness/orderliness (purity)
