trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
1	playful :: serious	playful	serious	0	0	0	0	0	0	0	
2	shy :: bold	shy	bold	0	0	0	0	0	0	0	
3	cheery :: sorrowful	cheery	sorrowful	0	0	0	0	0	0	0	
4	masculine :: feminine	masculine	feminine	0	0	0	0	0	0	0	
5	charming :: awkward	charming	awkward	0	0	0	0	0	0	0	
6	lewd :: tasteful	lewd	tasteful	0	0	0	0	1	0	0	Left pole 'lewd' maps to Purity vice.
7	intellectual :: physical	intellectual	physical	0	0	0	0	0	0	0	
8	strict :: lenient	strict	lenient	0	0	0	1	0	0	0	Left pole 'strict' about rules fits Authority.
9	refined :: rugged	refined	rugged	0	0	0	0	1	0	0	Left pole 'refined' is a Purity virtue.
10	trusting :: suspicious	trusting	suspicious	0	0	0	0	0	0	0	
11	innocent :: worldly	innocent	worldly	0	0	0	0	1	0	0	Left pole 'innocent' is a Purity virtue.
12	artistic :: scientific	artistic	scientific	0	0	0	0	0	0	0	
13	stoic :: expressive	stoic	expressive	0	0	0	0	0	0	0	
14	cunning :: honorable	cunning	honorable	0	0	0	1	0	0	0	Right pole 'honorable' aligns with Authority/honor.
15	orderly :: chaotic	orderly	chaotic	0	0	0	1	0	0	0	Left pole 'orderly' maps to Authority (order).
16	normal :: weird	normal	weird	0	0	0	0	0	0	0	
17	competitive :: cooperative	competitive	cooperative	0	1	0	0	0	0	0	Right pole 'cooperative' relates to reciprocity/Fairness.
18	tense :: relaxed	tense	relaxed	0	0	0	0	0	0	0	
19	brave :: careful	brave	careful	0	0	0	0	0	0	0	
20	spiritual :: skeptical	spiritual	skeptical	0	0	0	0	1	0	0	Left pole 'spiritual' relates to Purity (spirituality).
21	unlucky :: fortunate	unlucky	fortunate	0	0	0	0	0	0	0	
22	ferocious :: pacifist	ferocious	pacifist	1	0	0	0	0	0	0	Right pole 'pacifist' avoids harm (Care); left implies harm.
23	modest :: flamboyant	modest	flamboyant	0	0	0	0	1	0	0	Left pole 'modest' is a Purity virtue.
24	dominant :: submissive	dominant	submissive	0	0	0	1	0	0	0	Right pole 'submissive' (submission) relates to Authority.
25	forgiving :: vengeful	forgiving	vengeful	1	0	0	0	0	0	0	Left pole 'forgiving' expresses kindness/Care.
