trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
451	social chameleon :: strong identity	social chameleon	strong identity	0	0	0	0	0	0	0	
452	awkward :: comfortable	awkward	comfortable	0	0	0	0	0	0	0	
453	sincere :: irreverent	sincere	irreverent	0	1	0	1	0	0	0	Left: sincerity ~ honesty/fairness; Right: irreverence ~ disrespect for authority/traditions
454	intuitive :: analytical	intuitive	analytical	0	0	0	0	0	0	0	
455	cringing away :: welcoming experience	cringing away	welcoming experience	0	0	0	0	0	0	0	
456	stereotypical :: boundary breaking	stereotypical	boundary breaking	0	0	0	1	0	0	0	Right: boundary breaking implies nonconformity/challenging norms (authority-related)
457	energetic :: mellow	energetic	mellow	0	0	0	0	0	0	0	
458	hopeful :: fearful	hopeful	fearful	0	0	0	0	0	0	0	
459	likes change :: resists change	likes change	resists change	0	0	0	1	0	0	0	Right: resisting change aligns with tradition; left challenges tradition (authority-related)
460	manic :: mild	manic	mild	0	0	0	0	0	0	0	
461	old-fashioned :: progressive	old-fashioned	progressive	0	0	0	1	0	0	0	Left: tradition/respect for the old; right challenges tradition (authority-related)
462	gross :: hygienic	gross	hygienic	0	0	0	0	1	0	0	Gross ~ impurity/disgust; hygienic ~ cleanliness/purity
463	stable :: unstable	stable	unstable	0	0	0	0	0	0	0	
464	overthinker :: underthinker	overthinker	underthinker	0	0	0	0	0	0	0	
