trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
26	wise :: foolish	wise	foolish	0	0	0	0	0	0	1	General virtue/vice
27	impulsive :: cautious	impulsive	cautious	0	0	0	0	1	0	0	Impulsive = lack of self-discipline
28	loyal :: traitorous	loyal	traitorous	0	0	1	1	0	0	0	Loyalty vs treason; allegiance/duty aspects
29	creative :: conventional	creative	conventional	0	0	0	1	0	0	0	Conventional relates to tradition/authority
30	curious :: apathetic	curious	apathetic	0	0	0	0	0	0	0	
31	rude :: respectful	rude	respectful	0	0	0	1	0	0	0	Respectful aligns with deference to authority/tradition
32	diligent :: lazy	diligent	lazy	0	0	0	0	1	0	0	Self-discipline/industriousness
33	lustful :: chaste	lustful	chaste	0	0	0	0	1	0	0	Chastity is purity norm
34	chatty :: reserved	chatty	reserved	0	0	0	0	0	0	0	
35	emotional :: logical	emotional	logical	0	0	0	0	0	0	0	
36	moody :: stable	moody	stable	0	0	0	0	0	0	0	
37	dunce :: genius	dunce	genius	0	0	0	0	0	0	0	
38	arrogant :: humble	arrogant	humble	0	0	0	0	1	0	0	Humility/modesty
39	heroic :: villainous	heroic	villainous	0	0	0	0	0	0	1	Broad moral good/evil
40	attractive :: repulsive	attractive	repulsive	0	0	0	0	1	0	0	Repulsive evokes disgust
41	rational :: whimsical	rational	whimsical	0	0	0	0	0	0	0	
42	mischievous :: well behaved	mischievous	well behaved	0	0	0	1	0	0	0	Well behaved = obedience to rules
43	aloof :: obsessed	aloof	obsessed	0	0	0	0	0	0	0	
44	indulgent :: sober	indulgent	sober	0	0	0	0	1	0	0	Sobriety/abstinence
45	kinky :: vanilla	kinky	vanilla	0	0	0	0	1	0	0	Sexual purity norms
46	straightforward :: cryptic	straightforward	cryptic	0	0	0	0	0	0	0	
47	spontaneous :: deliberate	spontaneous	deliberate	0	0	0	0	0	0	0	
48	libertarian :: socialist	libertarian	socialist	0	1	0	0	0	1	0	Libertarian -> liberty; socialist -> fairness
49	scheduled :: spontaneous	scheduled	spontaneous	0	0	0	1	0	0	0	Scheduled/orderliness relates to authority/tradition
50	works hard :: plays hard	works hard	plays hard	0	0	0	0	1	0	0	Work ethic/self-discipline
