trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
251	oppressed :: privileged	oppressed	privileged	1	1	0	0	0	0	0	Both poles relate to care and fairness.
252	sunny :: gloomy	sunny	gloomy	0	0	0	0	0	0	1	Sunny is generally seen as positive, while gloomy is negative, but neither directly relates to any specific foundation.
253	vegan :: cannibal	vegan	cannibal	1	0	0	0	1	0	0	Vegan relates to care and purity, while cannibal relates to both.
254	loveable :: punchable	loveable	punchable	1	0	0	0	0	0	0	Loveable relates to care, while punchable does not.
255	slow-talking :: fast-talking	slow-talking	fast-talking	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
256	believable :: poorly-written	believable	poorly-written	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
257	vibrant :: geriatric	vibrant	geriatric	0	0	0	0	0	0	1	Vibrant is generally seen as positive, while geriatric is negative, but neither directly relates to any specific foundation.
258	consistent :: variable	consistent	variable	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
259	dispassionate :: romantic	dispassionate	romantic	1	0	0	0	0	0	0	Romantic relates to care, while dispassionate does not.
260	linear :: circular	linear	circular	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
261	intense :: lighthearted	intense	lighthearted	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
262	knowledgeable :: ignorant	knowledgeable	ignorant	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
263	fixable :: unfixable	fixable	unfixable	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
264	exuberant :: subdued	exuberant	subdued	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
265	secretive :: open-book	secretive	open-book	0	0	0	0	0	1	0	Open-book relates to liberty, while secretive does not.
266	perceptive :: unobservant	perceptive	unobservant	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
267	folksy :: presidential	folksy	presidential	0	0	0	1	0	0	0	Presidential relates to authority, while folksy does not.
268	corporate :: freelance	corporate	freelance	0	0	0	0	0	1	0	Freelance relates to liberty, while corporate does not.
269	sleepy :: frenzied	sleepy	frenzied	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
270	loose :: tight	loose	tight	0	0	0	0	1	0	0	Tight relates to purity, while loose does not.
271	narcissistic :: low self esteem	narcissistic	low self esteem	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
272	poetic :: factual	poetic	factual	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
273	melee :: ranged	melee	ranged	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
274	giggling :: chortling	giggling	chortling	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
275	whippersnapper :: sage	whippersnapper	sage	0	0	0	0	0	0	0	Neither pole relates to any specific foundation.
