trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
1	playful :: serious	playful	serious	0	0	0	0	0	0	0	neutrally descriptive
2	shy :: bold	shy	bold	0	0	0	0	0	0	0	neutrally descriptive
3	cheery :: sorrowful	cheery	sorrowful	0	0	0	0	0	0	0	neutrally descriptive
4	masculine :: feminine	masculine	feminine	0	0	0	0	0	0	0	neutrally descriptive
5	charming :: awkward	charming	awkward	0	0	0	0	0	0	0	neutrally descriptive
6	lewd :: tasteful	lewd	tasteful	0	0	0	0	1	0	0	lewdness is impure
7	intellectual :: physical	intellectual	physical	0	0	0	0	0	0	0	neutrally descriptive
8	strict :: lenient	strict	lenient	0	0	0	1	0	0	0	strictness implies authority
9	refined :: rugged	refined	rugged	0	0	0	0	1	0	0	refined implies purity
10	trusting :: suspicious	trusting	suspicious	1	0	0	0	0	0	0	trusting implies care
11	innocent :: worldly	innocent	worldly	1	0	0	0	1	0	0	innocence implies care and purity
12	artistic :: scientific	artistic	scientific	0	0	0	0	0	0	0	neutrally descriptive
13	stoic :: expressive	stoic	expressive	0	0	0	0	0	0	0	neutrally descriptive
14	cunning :: honorable	cunning	honorable	0	1	0	0	0	0	0	honor implies fairness
15	orderly :: chaotic	orderly	chaotic	0	0	0	1	0	0	0	order implies authority
16	normal :: weird	normal	weird	0	0	0	0	0	0	0	neutrally descriptive
17	competitive :: cooperative	competitive	cooperative	0	1	0	0	0	0	0	cooperation implies fairness
18	tense :: relaxed	tense	relaxed	0	0	0	0	0	0	0	neutrally descriptive
19	brave :: careful	brave	careful	0	0	0	0	0	0	0	neutrally descriptive
20	spiritual :: skeptical	spiritual	skeptical	0	0	0	0	1	0	0	spirituality implies purity
21	unlucky :: fortunate	unlucky	fortunate	0	0	0	0	0	0	0	neutrally descriptive
22	ferocious :: pacifist	ferocious	pacifist	0	0	0	0	0	0	1	pacifism is morally valued
23	modest :: flamboyant	modest	flamboyant	0	0	0	0	1	0	0	modesty implies purity
24	dominant :: submissive	dominant	submissive	0	0	0	1	0	0	0	dominance implies authority
25	forgiving :: vengeful	forgiving	vengeful	1	1	0	0	0	0	0	forgiveness implies care and fairness
