trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
451	social chameleon :: strong identity	social chameleon	strong identity	0	0	0	0	0	0	0	ERROR: no valid model response after retries
452	awkward :: comfortable	awkward	comfortable	0	0	0	0	0	0	0	ERROR: no valid model response after retries
453	sincere :: irreverent	sincere	irreverent	0	0	0	0	0	0	0	ERROR: no valid model response after retries
454	intuitive :: analytical	intuitive	analytical	0	0	0	0	0	0	0	ERROR: no valid model response after retries
455	cringing away :: welcoming experience	cringing away	welcoming experience	0	0	0	0	0	0	0	ERROR: no valid model response after retries
456	stereotypical :: boundary breaking	stereotypical	boundary breaking	0	0	0	0	0	0	0	ERROR: no valid model response after retries
457	energetic :: mellow	energetic	mellow	0	0	0	0	0	0	0	ERROR: no valid model response after retries
458	hopeful :: fearful	hopeful	fearful	0	0	0	0	0	0	0	ERROR: no valid model response after retries
459	likes change :: resists change	likes change	resists change	0	0	0	0	0	0	0	ERROR: no valid model response after retries
460	manic :: mild	manic	mild	0	0	0	0	0	0	0	ERROR: no valid model response after retries
461	old-fashioned :: progressive	old-fashioned	progressive	0	0	0	0	0	0	0	ERROR: no valid model response after retries
462	gross :: hygienic	gross	hygienic	0	0	0	0	0	0	0	ERROR: no valid model response after retries
463	stable :: unstable	stable	unstable	0	0	0	0	0	0	0	ERROR: no valid model response after retries
464	overthinker :: underthinker	overthinker	underthinker	0	0	0	0	0	0	0	ERROR: no valid model response after retries
