trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
201	anarchist :: statist	anarchist	statist	0	0	0	1	0	1	0	Anarchist suggests anti-authority/liberty; statist suggests state authority.
202	cool :: dorky	cool	dorky	0	0	0	0	0	0	0	
203	important :: irrelevant	important	irrelevant	0	0	0	0	0	0	0	
204	noob :: pro	noob	pro	0	0	0	0	0	0	0	
205	deranged :: reasonable	deranged	reasonable	0	1	0	0	0	0	0	Reasonable can indicate fair-mindedness.
206	rural :: urban	rural	urban	0	0	0	0	0	0	0	
207	introspective :: not introspective	introspective	not introspective	0	0	0	0	0	0	0	
208	city-slicker :: country-bumpkin	city-slicker	country-bumpkin	0	0	0	0	0	0	0	
209	western :: eastern	western	eastern	0	0	0	0	0	0	0	
210	mad :: glad	mad	glad	0	0	0	0	0	0	0	
211	social :: reclusive	social	reclusive	0	0	0	0	0	0	0	
212	studious :: goof-off	studious	goof-off	0	0	0	0	1	0	0	Studious/goof-off can reflect self-discipline.
213	slugabed :: go-getter	slugabed	go-getter	0	0	0	0	1	0	0	Relates to discipline versus lack of discipline.
214	penny-pincher :: overspender	penny-pincher	overspender	0	0	0	0	1	0	0	Overspender suggests intemperance/lack of restraint.
215	liberal :: conservative	liberal	conservative	0	0	0	1	0	1	0	Liberal suggests liberty; conservative suggests tradition/authority.
216	unassuming :: pretentious	unassuming	pretentious	0	0	0	0	1	0	0	Unassuming is related to modesty.
217	persistent :: quitter	persistent	quitter	0	0	0	0	1	0	0	Persistence can reflect self-discipline.
218	hedonist :: monastic	hedonist	monastic	0	0	0	0	1	0	0	Hedonism/monasticism contrasts carnality with ascetic restraint.
219	patriotic :: unpatriotic	patriotic	unpatriotic	0	0	1	0	0	0	0	Patriotic directly relates to ingroup loyalty.
220	tactful :: indiscreet	tactful	indiscreet	1	0	0	0	0	0	0	Tactful suggests considerate, non-hurtful conduct.
221	wholesome :: salacious	wholesome	salacious	0	0	0	0	1	0	1	Wholesome is purity/general; salacious suggests sexual impurity.
222	joyful :: miserable	joyful	miserable	0	0	0	0	0	0	0	
223	zany :: regular	zany	regular	0	0	0	0	0	0	0	
224	alert :: oblivious	alert	oblivious	0	0	0	0	0	0	0	
225	feminist :: sexist	feminist	sexist	0	1	0	0	0	1	0	Sexist relates to discrimination; feminist can oppose domination.
