trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
26	wise :: foolish	wise	foolish	0	0	0	0	0	0	1	Wisdom is a broadly valued virtue; general moral character dimension.
27	impulsive :: cautious	impulsive	cautious	0	0	0	0	0	0	0	Primarily a temperament/behavioral style dimension, not clearly moral.
28	loyal :: traitorous	loyal	traitorous	0	0	1	1	0	0	0	Loyal maps to IngroupVirtue; traitorous maps to IngroupVice and AuthorityVice (betrayal/treachery).
29	creative :: conventional	creative	conventional	0	0	0	0	0	0	0	Personality/cognitive style dimension without clear moral foundation relevance.
30	curious :: apathetic	curious	apathetic	0	0	0	0	0	0	0	Cognitive/motivational style, not clearly tied to a moral foundation.
31	rude :: respectful	rude	respectful	1	0	0	1	0	0	0	Respectful maps to AuthorityVirtue; rudeness also implicates care/harm toward others.
32	diligent :: lazy	diligent	lazy	0	0	0	0	1	0	0	Diligence relates to self-discipline and self-improvement, core purity virtues.
33	lustful :: chaste	lustful	chaste	0	0	0	0	1	0	0	Chaste is a PurityVirtue; lustful maps to PurityVice (promiscuity/carnality).
34	chatty :: reserved	chatty	reserved	0	0	0	0	0	0	0	Social style dimension with no clear moral foundation relevance.
35	emotional :: logical	emotional	logical	0	0	0	0	0	0	0	Cognitive/personality style dimension, not a moral foundation.
36	moody :: stable	moody	stable	0	0	0	0	0	0	0	Temperament dimension, not clearly tied to a moral foundation.
37	dunce :: genius	dunce	genius	0	0	0	0	0	0	0	Intelligence dimension, not a moral foundation.
38	arrogant :: humble	arrogant	humble	0	0	0	1	1	0	1	Humility is a virtue in both authority (deference) and purity (modesty) foundations; arrogance is broadly a vice.
39	heroic :: villainous	heroic	villainous	1	1	1	0	0	0	1	Heroism and villainy span multiple foundations (care, fairness, loyalty) and are broadly general moral poles.
40	attractive :: repulsive	attractive	repulsive	0	0	0	0	1	0	0	Repulsive maps to disgust/PurityVice; purity foundation is shaped by disgust psychology.
41	rational :: whimsical	rational	whimsical	0	0	0	0	0	0	0	Cognitive/personality style dimension, not a moral foundation.
42	mischievous :: well behaved	mischievous	well behaved	0	0	0	1	0	0	0	Well behaved relates to obedience/compliance (AuthorityVirtue); mischievous implies defiance (AuthorityVice).
43	aloof :: obsessed	aloof	obsessed	0	0	0	0	0	0	0	Interpersonal engagement style, not clearly tied to a moral foundation.
44	indulgent :: sober	indulgent	sober	0	0	0	0	1	0	0	Sober/abstinent maps to PurityVirtue (self-discipline, abstinence); indulgent maps to PurityVice (intemperance).
45	kinky :: vanilla	kinky	vanilla	0	0	0	0	1	1	0	Kinky relates to purity (sexual deviance/carnality); liberty is relevant as sexual freedom/autonomy is a liberty concern.
46	straightforward :: cryptic	straightforward	cryptic	0	1	0	0	0	0	0	Straightforward implies honesty, which maps to FairnessVirtue in the dictionary.
47	spontaneous :: deliberate	spontaneous	deliberate	0	0	0	0	0	0	0	Behavioral style dimension, not clearly tied to a moral foundation.
48	libertarian :: socialist	libertarian	socialist	1	1	1	0	0	1	0	Libertarian pole strongly relates to liberty foundation; socialist pole relates to care, fairness, and loyalty/collectivism.
49	scheduled :: spontaneous	scheduled	spontaneous	0	0	0	0	0	0	0	Lifestyle/organizational style dimension, not clearly tied to a moral foundation.
50	works hard :: plays hard	works hard	plays hard	0	0	0	0	1	0	0	Works hard relates to self-discipline/diligence (PurityVirtue); plays hard loosely implies indulgence (PurityVice).
