trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
401	slumbering :: insomniac	slumbering	insomniac	0	0	0	0	0	0	0	
402	spirited :: lifeless	spirited	lifeless	0	0	0	0	0	0	0	
403	outgoing :: withdrawn	outgoing	withdrawn	0	0	0	0	0	0	0	
404	Hates PDA :: Constant PDA	Hates PDA	Constant PDA	0	0	0	0	1	0	0	Constant PDA could be seen as indecent (PurityVice).
405	buffoon :: charmer	buffoon	charmer	0	0	0	0	0	0	0	
406	sloppy :: fussy	sloppy	fussy	0	0	0	0	1	0	0	Sloppy could be seen as lacking self-discipline, fussy as meticulous, relating to purity/cleanliness.
407	accurate :: off target	accurate	off target	0	0	0	0	0	0	0	
408	harsh :: gentle	harsh	gentle	1	0	0	0	0	0	0	Harsh relates to HarmVice, gentle is a Care virtue.
409	clinical :: heartfelt	clinical	heartfelt	1	0	0	0	0	0	0	Clinical implies lack of empathy, heartfelt implies deep feeling, relating to Care.
410	inappropriate :: seemly	inappropriate	seemly	0	0	0	0	1	0	1	Inappropriate relates to indecency/wrong, seemly to propriety/decency.
411	smug :: sheepish	smug	sheepish	0	0	0	0	0	0	0	
412	fake :: real	fake	real	0	1	1	0	0	0	1	Fake implies dishonesty/deceit, real implies honesty.
413	popular :: rejected	popular	rejected	1	1	1	0	0	0	0	Rejected implies exclusion (FairnessVice) and abandonment (HarmVice, IngroupVice).
414	catty :: supportive	catty	supportive	1	0	0	0	0	0	0	Catty implies harm/cruelty, supportive implies care/protection.
415	chronically single :: serial dater	chronically single	serial dater	0	0	0	0	1	0	0	Serial dater could be seen as promiscuous (PurityVice).
416	people-person :: things-person	people-person	things-person	0	0	0	0	0	0	0	
417	eager :: reluctant	eager	reluctant	0	0	0	0	0	0	0	
418	goal-oriented :: experience-oriented	goal-oriented	experience-oriented	0	0	0	0	0	0	0	
419	outdoorsy :: indoorsy	outdoorsy	indoorsy	0	0	0	0	0	0	0	
420	divine :: earthly	divine	earthly	0	0	0	0	1	0	0	Divine relates to spirituality/holiness, earthly to the opposite of elevated/spiritual.
421	foodie :: unenthusiastic about food	foodie	unenthusiastic about food	0	0	0	0	0	0	0	
422	chill :: sassy	chill	sassy	0	0	0	1	0	0	0	Sassy can imply disrespect or defiance of authority.
423	glamorous :: spartan	glamorous	spartan	0	0	0	0	1	0	0	Spartan relates to austerity and self-discipline (PurityVirtue).
424	prankster :: anti-prank	prankster	anti-prank	1	0	1	0	1	0	1	Pranks can involve harm (Care), deceit (Loyalty), or be inappropriate (Purity, General).
425	goofy :: unfrivolous	goofy	unfrivolous	0	0	0	0	0	0	0	
