trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
251	oppressed :: privileged	oppressed	privileged	1	1	0	1	0	1	1	Oppressed relates to harm, unfairness, lack of liberty, and being subject to authority. Privileged relates to unfairness and authority.
252	sunny :: gloomy	sunny	gloomy	0	0	0	0	0	0	0	Emotional states, not moral.
253	vegan :: cannibal	vegan	cannibal	1	0	0	0	1	0	1	Cannibalism is extreme harm and impurity. Veganism relates to care (animals) and sometimes purity.
254	loveable :: punchable	loveable	punchable	1	0	0	0	0	0	1	Punchable implies harm. Loveable implies deserving care.
255	slow-talking :: fast-talking	slow-talking	fast-talking	0	0	0	0	0	0	0	Communication style, not moral.
256	believable :: poorly-written	believable	poorly-written	0	0	0	0	0	0	0	Relates to quality/credibility, not moral.
257	vibrant :: geriatric	vibrant	geriatric	0	0	0	0	0	0	0	Relates to energy/age, not moral.
258	consistent :: variable	consistent	variable	0	1	0	1	0	0	1	Consistency can relate to fairness (consistent rules), authority (consistent traditions/rules), and general virtue.
259	dispassionate :: romantic	dispassionate	romantic	1	0	1	0	0	0	0	Romantic can imply care and loyalty in relationships.
260	linear :: circular	linear	circular	0	0	0	0	0	0	0	Relates to structure/process, not moral.
261	intense :: lighthearted	intense	lighthearted	0	0	0	0	0	0	0	Relates to emotional tone, not moral.
262	knowledgeable :: ignorant	knowledgeable	ignorant	0	0	0	0	0	0	1	Knowledgeable can be a general virtue.
263	fixable :: unfixable	fixable	unfixable	0	0	0	0	0	0	0	Relates to repairability, not moral.
264	exuberant :: subdued	exuberant	subdued	0	0	0	0	0	0	0	Relates to energy/mood, not moral.
265	secretive :: open-book	secretive	open-book	0	1	1	0	0	0	1	Secretive can imply unfairness or disloyalty. Open-book implies honesty.
266	perceptive :: unobservant	perceptive	unobservant	0	0	0	0	0	0	0	Relates to awareness, not moral.
267	folksy :: presidential	folksy	presidential	0	0	1	1	0	0	0	Presidential relates to authority. Folksy can relate to ingroup loyalty.
268	corporate :: freelance	corporate	freelance	0	0	1	1	0	1	0	Corporate implies loyalty to a group and authority structures. Freelance implies liberty and less group loyalty.
269	sleepy :: frenzied	sleepy	frenzied	0	0	0	0	0	0	0	Relates to energy levels, not moral.
270	loose :: tight	loose	tight	0	0	0	1	0	1	0	Tight can imply authority/control. Loose can imply liberty.
271	narcissistic :: low self esteem	narcissistic	low self esteem	1	1	1	1	0	1	1	Narcissistic relates to lack of care, unfairness, disloyalty, challenging authority, and restricting liberty.
272	poetic :: factual	poetic	factual	0	0	0	0	0	0	0	Relates to style of expression, not moral.
273	melee :: ranged	melee	ranged	0	0	0	0	0	0	0	Relates to combat style, not moral.
274	giggling :: chortling	giggling	chortling	0	0	0	0	0	0	0	Relates to types of laughter, not moral.
275	whippersnapper :: sage	whippersnapper	sage	0	0	0	1	0	0	1	Sage implies authority/respect for tradition. Whippersnapper implies disrespect for authority. Sage is a general virtue.
