trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
351	radical :: centrist	radical	centrist	0	0	1	1	0	1	1	Radical challenges authority/oppression; centrist adheres to norms. Radical can be loyal to a cause.
352	monotone :: expressive	monotone	expressive	0	0	0	0	0	0	0	
353	love-focused :: money-focused	love-focused	money-focused	1	0	0	0	0	0	0	Love-focused relates to kindness and nurturance.
354	transparent :: machiavellian	transparent	machiavellian	0	1	0	0	0	0	1	Transparent relates to honesty; Machiavellian to dishonesty and immorality.
355	timid :: cocky	timid	cocky	0	0	0	0	0	0	0	
356	concise :: long-winded	concise	long-winded	0	0	0	0	0	0	0	
357	picky :: always down	picky	always down	0	0	0	0	0	0	0	
358	proactive :: reactive	proactive	reactive	0	0	0	0	0	0	0	
359	prudish :: flirtatious	prudish	flirtatious	0	0	0	0	1	0	0	Prudish relates to chastity/modesty; flirtatious can relate to promiscuity/indecency.
360	innocent :: jaded	innocent	jaded	0	0	0	0	1	0	1	Innocent relates to purity and blamelessness.
361	touchy-feely :: distant	touchy-feely	distant	1	0	0	0	0	0	0	Touchy-feely relates to empathy and care.
362	muddy :: washed	muddy	washed	0	0	0	0	1	0	0	Muddy/washed directly relate to cleanliness/purity.
363	quirky :: predictable	quirky	predictable	0	0	0	0	0	0	0	
364	never cries :: often crying	never cries	often crying	1	0	0	0	0	0	0	Often crying can indicate suffering, relating to care/harm.
365	main character :: side character	main character	side character	0	0	0	0	0	0	0	
366	original :: cliché	original	cliché	0	0	0	0	0	0	0	
367	hugs :: handshakes	hugs	handshakes	1	0	0	0	0	0	0	Hugs relate to amity and care.
368	homebody :: world traveler	homebody	world traveler	0	0	1	0	0	0	0	Homebody relates to family/communal loyalty; world traveler can imply less group affiliation.
369	naughty :: nice	naughty	nice	1	0	0	0	0	0	1	Naughty/nice are general moral judgments; nice also implies kindness.
370	junkie :: straight edge	junkie	straight edge	0	0	0	0	1	0	0	Junkie/straight edge directly relate to purity/impurity and self-discipline.
371	small-vocabulary :: big-vocabulary	small-vocabulary	big-vocabulary	0	0	0	0	0	0	0	
372	dystopian :: utopian	dystopian	utopian	1	1	0	0	0	1	1	Dystopian/utopian relate to suffering/peace, justice/injustice, oppression/freedom, and general good/evil.
373	parental :: childlike	parental	childlike	1	0	0	1	1	0	0	Parental relates to care/protection and authority/duty. Childlike can relate to innocence/purity.
374	writer :: reader	writer	reader	0	0	0	0	0	0	0	
375	creator :: consumer	creator	consumer	0	0	0	0	0	0	0	
